WKT,Site_ID,Location,Lat,Long
POINT (-6.22266 53.372135),701,Malahide Rd @ Casino Pk,53.372135,-6.22266
POINT (-6.2786217 53.3074674),702,Bushy Park Rd @ Riverside Ave,53.3074674,-6.2786217
POINT (-6.2647284 53.3770022),703,Mobhi Rd @ Stella Ave,53.3770022,-6.2647284
POINT (-6.2658127 53.3730788),704,Mobhi Rd @ St Mobhi Drive,53.3730788,-6.2658127
POINT (-6.3179868 53.3829655),705,Ratoath Rd @ Valley Park Rd,53.3829655,-6.3179868
POINT (-6.226662 53.337647),706,Londonbridge Rd @ Shuttle,53.337647,-6.226662
POINT (-6.264628 53.331854),707,Richmond Villa's @ South Richmond St,53.331854,-6.264628
POINT (-6.243559804 53.35236989),708,Seville Place @ Oriel St,53.35236989,-6.243559804
POINT (-6.2395667 53.3679443),709,Philipsburgh Ave @ Shuttle,53.3679443,-6.2395667
POINT (-6.2659467 53.3468032),710,Jervis St/Swift Row @ Strand St,53.3468032,-6.2659467
POINT (-6.268027771 53.34648366),711,Capel St @ Strand St (LUAS),53.34648366,-6.268027771
POINT (-6.239865205 53.36483797),712,Philipsburgh Ave @ Melrose Ave,53.36483797,-6.239865205
POINT (-6.216289748 53.38453092),713,Artane Castle RDB @ Kilmore Rd,53.38453092,-6.216289748
POINT (-6.248369515 53.35602971),714,Portland Row @ Dunne St,53.35602971,-6.248369515
POINT (-6.2686914 53.373421),715,Glasnevin Hill @ Church,53.373421,-6.2686914
POINT (-6.319788 53.3908161),716,Ratoath Rd @ Cappagh Rd,53.3908161,-6.319788
POINT (-6.3168428 53.3420273),717,Memorial Pk Rd @ Inchicore Rd,53.3420273,-6.3168428
POINT (-6.257995 53.355731),718,Mountjoy Sq West @ Grenville St,53.355731,-6.257995
POINT (-6.2749913 53.3393555),720,Cork St @ Coombe/Dean St,53.3393555,-6.2749913
POINT (-6.2604787 53.33270331),722,Adelaide Road @ Peters Place (LUAS),53.33270331,-6.2604787
POINT (-6.2301655 53.3194483),723,Ailesbury Road @ Church,53.3194483,-6.2301655
POINT (-6.21476547 53.34024873),724,Sean Moore Rd @ Pine Rd,53.34024873,-6.21476547
POINT (-6.215042 53.3426237),725,Pigeon House Rd @ Tom Clarke Bridge,53.3426237,-6.215042
POINT (-6.2640798 53.3996073),726,Ballymun Rd @ Coultry Gardens/Church,53.3996073,-6.2640798
POINT (-6.1800714 53.4028504),727,Malahide Rd @ N32,53.4028504,-6.1800714
POINT (-6.2508214 53.3674745),728,Richmond Rd @ Grace Park Rd,53.3674745,-6.2508214
POINT (-6.279439 53.33867),729,Cork St @ Ardee St,53.33867,-6.279439
POINT (-6.2958762 53.3672292),730,Faussagh Ave @ Church,53.3672292,-6.2958762
POINT (-6.2892597 53.3653711),731,Faussagh Rd @ GAA Club,53.3653711,-6.2892597
POINT (-6.2859524 53.3373102),733,Cork St @ Donore Ave/Marrowbone Lane,53.3373102,-6.2859524
POINT (-6.23199 53.359634),734,Alfie Byrne Rd @ East Pt Business Pk,53.359634,-6.23199
POINT (-6.1807596 53.4016374),735,Malahide Rd @ Grove Lane,53.4016374,-6.1807596
POINT (-6.2006823 53.3805304),736,Brookwood Ave,53.3805304,-6.2006823
POINT (-6.193925 53.3785001),737,Brookwood Rise,53.3785001,-6.193925
POINT (-6.32773608 53.33480041),738,Tyrconnell Rd @ Jamestown Rd,53.33480041,-6.32773608
POINT (-6.2257244 53.3411901),739,Irishtown Rd  @ Health Centre,53.3411901,-6.2257244
POINT (-6.2450338 53.3716879),740,Grace Park Rd @ Rosmini,53.3716879,-6.2450338
POINT (-6.280252253 53.3499139),741,North King St / Queen St,53.3499139,-6.280252253
POINT (-6.279824442 53.35052969),742,Brunswick St @ Georges Lane,53.35052969,-6.279824442
POINT (-6.281942 53.348685),743,Blackhall Place @ Blackhall St,53.348685,-6.281942
POINT (-6.2598865 53.3367547),744,St Stephens Green @ Newman Church,53.3367547,-6.2598865
POINT (-6.264009476 53.39654693),745,Ballymun Rd @ Shangan / Shopping Centre,53.39654693,-6.264009476
POINT (-6.243842 53.347801),746,North Wall Quay @ Excise Walk,53.347801,-6.243842
POINT (-6.1757621 53.3789143),747,Main St Raheny @ Watermill Rd,53.3789143,-6.1757621
POINT (-6.172593241 53.38032768),748,Howth Rd Raheny @  St Assams Rd West/Bank of Ireland,53.38032768,-6.172593241
POINT (-6.271578 53.3322916),749,SCR @ Bloomfield Ave,53.3322916,-6.271578
POINT (-6.2553931 53.3674069),750,Drumcondra Rd @ Botanic Ave,53.3674069,-6.2553931
POINT (-6.279351038 53.33135638),751,SCR @ Washington St,53.33135638,-6.279351038
POINT (-6.302289368 53.32493616),752,Kildare Rd @ Bangor Rd,53.32493616,-6.302289368
POINT (-6.279865 53.348446),753,Black Hall St @ Queen St,53.348446,-6.279865
POINT (-6.289478391 53.33536899),754,Cork St @ Coombe Hospital,53.33536899,-6.289478391
POINT (-6.2640546 53.3942251),755,Ballymun Rd @ Gateway Crescent Nth/Sth,53.3942251,-6.2640546
POINT (-6.356215 53.342419),756,Ballyfermot Rd @ Le Fanu Rd,53.342419,-6.356215
POINT (-6.2767936 53.350682),757,North Brunswick St @ School,53.350682,-6.2767936
POINT (-6.2531729 53.3323875),758,Leeson St Fitzwilliam Pl @ Adelaide Rd,53.3323875,-6.2531729
POINT (-6.27796845 53.33873452),759,Cork St / St Lukes Ave / Brabazon St,53.33873452,-6.27796845
POINT (-6.2819972 53.346298),760,Blackhall St Bridge @ Ushers Island (Joyce Bridge South),53.346298,-6.2819972
POINT (-6.282501 53.346885),761,Blackhall St Bridge @ Ellis Quay (Joyce Bridge North),53.346885,-6.282501
POINT (-6.3436746 53.3422894),762,Ballyfermot Rd @ De La Salle School,53.3422894,-6.3436746
POINT (-6.265632574 53.38096625),763,Ballymun Rd @ Hampstead Ave,53.38096625,-6.265632574
POINT (-6.25591674 53.3348904),764,Leeson St @ CUS,53.3348904,-6.25591674
POINT (-6.2415366 53.337936),765,Mount St @ Love Lane,53.337936,-6.2415366
POINT (-6.1821482 53.3882453),766,Edenmore Village @ Shops,53.3882453,-6.1821482
POINT (-6.3437672 53.3284819),767,Longmile Rd @ School ITT & OOT,53.3284819,-6.3437672
POINT (-6.3266176 53.3342123),768,Davitt Rd @ Lansdowne Valley Pake Ped Crossing (LUAS),53.3342123,-6.3266176
POINT (-6.325080693 53.33434393),769,Davitt Rd @ Kilworth Rd (LUAS),53.33434393,-6.325080693
POINT (-6.317468584 53.33527529),770,Davitt Rd @ Sperrin Rd Ped Crossing (LUAS),53.33527529,-6.317468584
POINT (-6.290988583 53.34324077),771,James St @ Stevens Lane (LUAS),53.34324077,-6.290988583
POINT (-6.2897224 53.3480536),772,Benburb St @ Temple Street West (LUAS),53.3480536,-6.2897224
POINT (-6.28015948 53.34718312),773,Benburb St @ Queen St (LUAS),53.34718312,-6.28015948
POINT (-6.278310944 53.3471557),774,Smithfield Crossing (LUAS),53.3471557,-6.278310944
POINT (-6.276985 53.347111),775,Bow Street Crossing (LUAS),53.347111,-6.276985
POINT (-6.274992 53.34707),776,Church St @ Chancery St (LUAS),53.34707,-6.274992
POINT (-6.27284357 53.34680112),777,Chancery St @ Chancery Place (LUAS),53.34680112,-6.27284357
POINT (-6.27047036 53.34689962),778,Chancery St @ Arran Street East (LUAS),53.34689962,-6.27047036
POINT (-6.2562836 53.3324229),780,Adelaide Road @ Hospital,53.3324229,-6.2562836
POINT (-6.251933165 53.31049515),781,Milltown Rd @ College Entrance  (Richmond St South) (LUAS),53.31049515,-6.251933165
POINT (-6.26005 53.34907),782,O Connell St @ Princes St North,53.34907,-6.26005
POINT (-6.3150518 53.3397612),783,Bulfin Rd @ The Shops,53.3397612,-6.3150518
POINT (-6.1836936 53.404056),785,N32 @ Bewleys,53.404056,-6.1836936
POINT (-6.290873972 53.30569729),786,Templeogue Rd @ Lakeland Pk,53.30569729,-6.290873972
POINT (-6.2008764 53.3878635),787,Coolock Village @ Ulster Bank,53.3878635,-6.2008764
POINT (-6.3196212 53.3340978),788,Galtymore @ The Shops,53.3340978,-6.3196212
POINT (-6.215794545 53.33066848),789,Gilford Rd Ped,53.33066848,-6.215794545
POINT (-6.220274854 53.33569775),790,Sandymount Rd Ped,53.33569775,-6.220274854
POINT (-6.218630618 53.36685706),791,Howth Rd @ Hollybrook Park,53.36685706,-6.218630618
POINT (-6.3017806 53.3868242),792,Wellmount Rd @ St Michaels School,53.3868242,-6.3017806
POINT (-6.2689572 53.3452253),793,Essex Quay @ Exchange St Lower,53.3452253,-6.2689572
POINT (-6.15647851 53.38994621),794,Kilbarrack Rd @ The Dart Station,53.38994621,-6.15647851
POINT (-6.3412077 53.3475156),795,Chapelizod road @ King's hall (ped),53.3475156,-6.3412077
POINT (-6.257392184 53.34793861),796,Eden Quay,53.34793861,-6.257392184
POINT (-6.182459776 53.40095105),797,Malahide Rd / Clare Hall Shopping Centre,53.40095105,-6.182459776
POINT (-6.309315111 53.3768108),798,Ballyboggan Rd @ Ratoath Rd,53.3768108,-6.309315111
POINT (-6.3463179 53.3349565),799,Kylemore Rd @ New Access Road to Jamestown Rd #,53.3349565,-6.3463179
POINT (-6.3557828 53.3329333),800,Killeen Rd @ Park West Ind Est,53.3329333,-6.3557828
POINT (-6.255803283 53.3379826),801,St Stephens Green @ Hume St,53.3379826,-6.255803283
POINT (-6.2098497 53.3731009),802,Collins Ave @ Clanawley Rd,53.3731009,-6.2098497
POINT (-6.1880981 53.3978139),803,Priorswood Rd @ Buttercup Park,53.3978139,-6.1880981
POINT (-6.179631713 53.38274182),805,Springdale Rd @ St Josephs Hospital,53.38274182,-6.179631713
POINT (-6.215483 53.31763),806,Nutley Lane @ St Vincents Hospital,53.31763,-6.215483
POINT (-6.247829761 53.34669897),807,City Quay Lombard St,53.34669897,-6.247829761
POINT (-6.247895921 53.34804971),808,Custom House Quay @ Sean O'Casey Bridge,53.34804971,-6.247895921
POINT (-6.2011935 53.3700707),809,Vernon Ave @ CRC,53.3700707,-6.2011935
POINT (-6.311929492 53.38359287),810,Cardiffsbridge Rd @ Deanstown Ave,53.38359287,-6.311929492
POINT (-6.187251 53.3774309),811,Howth Rd @ Ennafort Park,53.3774309,-6.187251
POINT (-6.2136118 53.3194234),812,Merrion Rd @ Sydney Parade Ave,53.3194234,-6.2136118
POINT (-6.3731961 53.3315084),813,Park West Ave @ Park West,53.3315084,-6.3731961
POINT (-6.2074279 53.3935206),814,Bunratty Rd @ Civic Centre,53.3935206,-6.2074279
POINT (-6.3031536 53.3995013),815,McKelvey Rd /St Margarets Rd,53.3995013,-6.3031536
POINT (-6.2233522 53.3533472),816,DPT 1,53.3533472,-6.2233522
POINT (-6.2244639 53.3542989),817,DPT 2,53.3542989,-6.2244639
POINT (-6.2217429 53.3549204),818,DPT 3,53.3549204,-6.2217429
POINT (-6.2368216 53.3383116),819,Grand Canal St @ Barrow St,53.3383116,-6.2368216
POINT (-6.2057223 53.399339),820,Glin Rd @ Macroom Rd,53.399339,-6.2057223
POINT (-6.2932223 53.3962602),821,Jamestown Rd @ Sycamore Rd,53.3962602,-6.2932223
POINT (-6.2143587 53.4098149),822,N32 / Clonshaugh Rd,53.4098149,-6.2143587
POINT (-6.372084 53.343796),826,Ballyfermot Rd @ Lidl,53.343796,-6.372084
POINT (-6.2640744 53.3956933),828,Ballymun Rd @ Civic Offices,53.3956933,-6.2640744
POINT (-6.2436444 53.3840774),830,Swords Rd @ Whitehall Church,53.3840774,-6.2436444
POINT (-6.242117291 53.36240082),832,Fairview Strand @Richmond Rd,53.36240082,-6.242117291
POINT (-6.23919209 53.34247966),833,Pearse St @ Bolands Bridge Ped,53.34247966,-6.23919209
POINT (-6.23868547 53.39810787),834,M1/Coolock Interchange Ramp,53.39810787,-6.23868547
POINT (-6.23979 53.396273),835,Swords Rd Nthbnd @ Tunnel Portal,53.396273,-6.23979
POINT (-6.2442764 53.3311802),836,Waterloo Rd @ Burlington Rd,53.3311802,-6.2442764
POINT (-6.2991459 53.3456199),838,St Johns Rd @ Heuston S.Q.,53.3456199,-6.2991459
POINT (-6.17840837 53.36289792),839,Clontarf Rd @ Dollymount Park,53.36289792,-6.17840837
POINT (-6.2688284 53.3485185),840,Capel St @ Mary St,53.3485185,-6.2688284
POINT (-6.1855568 53.3972268),841,Blunden Drive @ Darndale Roundabout,53.3972268,-6.1855568
POINT (-6.2675283 53.360485),842,NCR @ Mater hospital,53.360485,-6.2675283
POINT (-6.3012492 53.3482267),843,Conyngham Rd @ Phoenix Park,53.3482267,-6.3012492
POINT (-6.234123809 53.32830152),844,Herbert Park @ The Park,53.32830152,-6.234123809
POINT (-6.272627012 53.31234503),845,Highfield Rd @ the church,53.31234503,-6.272627012
POINT (-6.230539879 53.32151892),846,Anglesea Rd Ped,53.32151892,-6.230539879
POINT (-6.2028282 53.3138185),848,Rock Rd @ Elm Park,53.3138185,-6.2028282
POINT (-6.2557471 53.326105),849,Ranelagh Rd @ Luas Station,53.326105,-6.2557471
POINT (-6.232208607 53.35254044),850,East Rd @ Church Rd,53.35254044,-6.232208607
POINT (-6.194885252 53.40093736),851,Darndale @ Community Centre,53.40093736,-6.194885252
POINT (-6.267994 53.3567389),852,Berkley St @ Nelson St,53.3567389,-6.267994
POINT (-6.2176512 53.3750174),853,Collins Ave East @ Clancarthy Rd,53.3750174,-6.2176512
POINT (-6.2183181 53.322293),854,Merrion Road @ Merlyn Drive,53.322293,-6.2183181
POINT (-6.242030216 53.35125905),855,Seville Place @ Ferrymans Crossing,53.35125905,-6.242030216
POINT (-6.240965391 53.35053347),856,Guild St @ Sheriff St,53.35053347,-6.240965391
POINT (-6.233126521 53.39719483),857,Coolock Lane Pedestrian Crossing,53.39719483,-6.233126521
POINT (-6.2269591 53.3977605),858,Oscar Traynor Rd @ Larch Hill Estate,53.3977605,-6.2269591
POINT (-6.1621619 53.4025756),859,Hole in the Wall Road @ Clongriffen Road,53.4025756,-6.1621619
POINT (-6.245754 53.3496167),860,Mayor Street @ Commons Street,53.3496167,-6.245754
POINT (-6.240951298 53.3490603),861,Mayor Street @ Guild Street,53.3490603,-6.240951298
POINT (-6.238774959 53.34889765),862,Mayor Street @ National Conference Centre,53.34889765,-6.238774959
POINT (-6.237783794 53.34883901),863,Mayor Street @ Spencer Dock West,53.34883901,-6.237783794
POINT (-6.236484842 53.34878187),864,Mayor Street @ Spencer Dock East,53.34878187,-6.236484842
POINT (-6.235304 53.348704),865,Mayor Street @ New Wapping St,53.348704,-6.235304
POINT (-6.2320903 53.3485573),866,Mayor Street @ Castleforbes Rd,53.3485573,-6.2320903
POINT (-6.2297284 53.3483042),867,Mayor Street @ The Point,53.3483042,-6.2297284
POINT (-6.2408362 53.3461935),868,Sir John Rogersons Quay @ Macken St Bridge,53.3461935,-6.2408362
POINT (-6.240785 53.344494),870,Macken St @ Hanover St,53.344494,-6.240785
POINT (-6.163207774 53.40593338),872,Hole in the Wall Road @ Father Collins Park,53.40593338,-6.163207774
POINT (-6.238067497 53.34740649),873,North Wall Quay @ Spencer Dock,53.34740649,-6.238067497
POINT (-6.215429635 53.40741754),874,Clonshaugh Rd Pedestrian Crossing,53.40741754,-6.215429635
POINT (-6.177218556 53.40653831),875,Malahide Road @ Belmayne,53.40653831,-6.177218556
POINT (-6.34386685 53.34910591),876,Main St Chapelizod,53.34910591,-6.34386685
POINT (-6.346399636 53.33205627),877,Kylemore Rd @ Canal Bridge,53.33205627,-6.346399636
POINT (-6.27600378 53.39955845),878,Balbutcher Lane South/Carrig Rd,53.39955845,-6.27600378
POINT (-6.2775623 53.3497552),879,North King St@Red Cow Lane Ped,53.3497552,-6.2775623
POINT (-6.1750729 53.3851998),880,Raheny Rd @ Belmont Park,53.3851998,-6.1750729
POINT (-6.245635833 53.3344147),882,Baggot St @ Herbert Place,53.3344147,-6.245635833
POINT (-6.260314 53.330591),883,Charlemont St @ Charlemont Mall,53.330591,-6.260314
POINT (-6.2934024 53.3550943),884,NCR @ Marlborough Rd,53.3550943,-6.2934024
POINT (-6.2672302 53.3585621),885,Eccles St @ The Hospital,53.3585621,-6.2672302
POINT (-6.183645255 53.38393961),886,Harmonstown Rd / Springdale Rd,53.38393961,-6.183645255
POINT (-6.1764758 53.4022901),888,Clare Hall Ave East of Malahide Road,53.4022901,-6.1764758
POINT (-6.1712525 53.4016729),889,Clare Hall Belmayne West of Roundabout,53.4016729,-6.1712525
POINT (-6.161157 53.3981722),890,Grange road @ hole in the wall rdb east & south,53.3981722,-6.161157
POINT (-6.3802975 53.3357057),891,Cedar Brook Ave / Barneville Walk,53.3357057,-6.3802975
POINT (-6.2749169 53.33391929),892,Clanbrasil St @ Lombard St West,53.33391929,-6.2749169
POINT (-6.237992362 53.34595293),893,Sir John Rogersons Quay @ Forbes St,53.34595293,-6.237992362
POINT (-6.293220672 53.33824128),894,James's Walk @ Reuben St,53.33824128,-6.293220672
POINT (-6.271995891 53.33867237),895,Kevin St Upper Pedestrian,53.33867237,-6.271995891
POINT (-6.2030014 53.370145),896,Castle Ave @ Vernon Ave,53.370145,-6.2030014
POINT (-6.2355354 53.3474781),897,North Wall Quay @ New Wapping St,53.3474781,-6.2355354
POINT (-6.2301576 53.3469375),898,North Wall Quay @ The Point Depot,53.3469375,-6.2301576
POINT (-6.257649 53.4001058),899,Santry Ave / Northwood,53.4001058,-6.257649
POINT (-6.2509568 53.3988611),900,Santry Ave @ Aldi,53.3988611,-6.2509568
POINT (-6.24676364 53.39777504),901,Santry Ave @ Heiton Buckley,53.39777504,-6.24676364
POINT (-6.265651 53.3602205),902,NCR @ New Hospital Entrance,53.3602205,-6.265651
POINT (-6.2318516 53.35688453),904,East Wall Rd @ Church Rd,53.35688453,-6.2318516
POINT (-6.3141654 53.379054),905,Ratoath Rd @ Tolka Valley Cycle Park,53.379054,-6.3141654
POINT (-6.252867882 53.37220112),906,Drumcondra Rd @ St Patricks College / Skylon Hotel,53.37220112,-6.252867882
POINT (-6.257279905 53.34734186),908,Burgh Quay / Marlborough St,53.34734186,-6.257279905
POINT (-6.282957929 53.34335666),909,Thomas St West @ Crane Street,53.34335666,-6.282957929
POINT (-6.3181054 53.3397065),910,Emmet Rd @ Vincent St West,53.3397065,-6.3181054
POINT (-6.255313964 53.34080624),911,Kildare St @ Molesworth St,53.34080624,-6.255313964
POINT (-6.299196852 53.36418883),912,Ratoath Rd @ Drumcliffe Rd,53.36418883,-6.299196852
POINT (-6.3063851 53.3704745),913,Ratoath Rd @ St Catherines,53.3704745,-6.3063851
POINT (-6.2124335 53.3944801),914,Oscar Traynor @ Barryscourt Road,53.3944801,-6.2124335
POINT (-6.2361099 53.3843106),915,Beaumont Road @ Beaumont Grove,53.3843106,-6.2361099
POINT (-6.281263 53.3636356),916,Fassaugh Road @ Connaught St,53.3636356,-6.281263
POINT (-6.2454195 53.3952611),917,Swords Road / Magenta Crescent,53.3952611,-6.2454195
POINT (-6.2697465 53.3791466),918,Griffith Ave@ Educate Together School,53.3791466,-6.2697465
POINT (-6.258308675 53.34099019),919,Dawson St / Moleworth St ped,53.34099019,-6.258308675
POINT (-6.258081961 53.34177899),920,Dawson St / Duke St ped,53.34177899,-6.258081961
POINT (-6.259118 53.345857),921,Westmoreland St / Fleet St,53.345857,-6.259118
POINT (-6.260882 53.351222),922,O'Connell St / Savoy ped,53.351222,-6.260882
POINT (-6.259660073 53.35336987),923,Marlborough St / Parnell St,53.35336987,-6.259660073
POINT (-6.2584238 53.3501151),924,Marlborough St / Talbot St,53.3501151,-6.2584238
POINT (-6.264865487 53.35087364),925,Parnell St / Dominic St,53.35087364,-6.264865487
POINT (-6.27852258 53.35975712),926,North Circular Road Ped,53.35975712,-6.27852258
POINT (-6.279289924 53.36090012),927,Cabra Rd Ped,53.36090012,-6.279289924
POINT (-6.272998577 53.35348228),928,Constitution Hill @ Preband Street,53.35348228,-6.272998577
POINT (-6.274313851 53.35365554),929,Prebend St/ Bus Eireann Bus Garage,53.35365554,-6.274313851
POINT (-6.3544424 53.3498234),930,Chapelizod Bypass @ Kylemore Rd,53.3498234,-6.3544424
POINT (-6.20727 53.371392),931,Collins Avenue East @ Killester College,53.371392,-6.20727
POINT (-6.268940064 53.35237199),932,Bolton Street@Henrietta Street,53.35237199,-6.268940064
POINT (-6.2814447 53.3311197),933,South Circular Road @ Dufferin (Mosque),53.3311197,-6.2814447
POINT (-6.1905274 53.3764827),934,Howth Road @ All Saints Road,53.3764827,-6.1905274
POINT (-6.2295047 53.3497385),935,Sheriff Street Upper @ New Road,53.3497385,-6.2295047
POINT (-6.261071 53.347106),936,Bachelors Walk Bus Gate,53.347106,-6.261071
POINT (-6.1669178 53.3715705),937,Clontarf Road @ St. Annes Park @ The Pond,53.3715705,-6.1669178
POINT (-6.2661656 53.3976349),938,Balbutcher Lane @ Shangan Road,53.3976349,-6.2661656
POINT (-6.1622475 53.3990282),939,Grange Road @ hole in the Wall RDB West,53.3990282,-6.1622475
POINT (-6.2399135 53.3242753),940,Morehampton Road @ Donnybrook Fair,53.3242753,-6.2399135
POINT (-6.246349529 53.34529929),941,Hanover Street East @ Creighton Street,53.34529929,-6.246349529
POINT (-6.31232 53.377845),942,River Road @ Ratoath Rd,53.377845,-6.31232
POINT (-6.2262938 53.3149037),943,Stillorgan Road / RTE,53.3149037,-6.2262938
POINT (-6.2277366 53.3158752),944,Stillorgan Road / RTE Ped,53.3158752,-6.2277366
POINT (-6.3159074 53.3205871),945,Crumlin Village @ Windmill Road,53.3205871,-6.3159074
POINT (-6.176380102 53.36436286),946,Clontarf Road @ Dollymount Ave,53.36436286,-6.176380102
POINT (-6.27386 53.403),947,Balbutcher Lane @ Poppintree,53.403,-6.27386
POINT (-6.3022018 53.3670861),948,Ratoath Road @ Fassaugh Avenue,53.3670861,-6.3022018
POINT (-6.332771 53.3774724),949,River Rd @ Ashtown,53.3774724,-6.332771
POINT (-6.19418771 53.37215173),950,Sybil Hill @ St Annes Park,53.37215173,-6.19418771
POINT (-6.350855 53.3450729),951,Kylemore Road @ Kylemore College,53.3450729,-6.350855
POINT (-6.1751852 53.3910456),952,Tonlegee Road St Monicas,53.3910456,-6.1751852
POINT (-6.28213 53.40352),953,Balbutcher Lane @ Hampton Wood,53.40352,-6.28213
POINT (-6.2974522 53.3138406),954,Kimmage Road / Ravensdale Park,53.3138406,-6.2974522
POINT (-6.17052 53.40259),955,Belmayne Temp School - Toucan crossing,53.40259,-6.17052
POINT (-6.27816 53.355796),956,Grangegorman @ Marne Villa,53.355796,-6.27816
POINT (-6.2998074 53.3731085),957,BroomBridge Shuttle Royal Canal Cycle way,53.3731085,-6.2998074
POINT (-6.278648 53.354586),958,Grangegorman @ St Brendans Way,53.354586,-6.278648
POINT (-6.2157982 53.3319285),959,Sandymount Green @ Claremount Road,53.3319285,-6.2157982
POINT (-6.2148289 53.3320707),960,Sandymount Green @ East Side Shops,53.3320707,-6.2148289
POINT (-6.2284142 53.4071622),961,Port Tunnel - Metering Ramp,53.4071622,-6.2284142
POINT (-6.290198617 53.33416288),962,Dolphins Barn Street Rueben Street,53.33416288,-6.290198617
POINT (-6.236767 53.3389845),963,Barrow st @ Google (shuttle),53.3389845,-6.236767
POINT (-6.286843 53.3575192),964,North Circular Road @ TUD,53.3575192,-6.286843
POINT (-6.16199 53.40817),965,Hole in the Wall Rd  / Marsfield Rd / Belmayne,53.40817,-6.16199
POINT (-6.29341 53.36144),966,Cabra Road at Carnlough Road,53.36144,-6.29341
POINT (-6.2195 53.3375),967,Beach Road @Sean Moore Road @Cranfield Place,53.3375,-6.2195
POINT (-6.270088 53.341474),968,Bride St / Bride Road,53.341474,-6.270088
POINT (-6.27056 53.39494),970,Sillogue Rd / Sillogue Ave / Holy Spirit NS,53.39494,-6.27056
POINT (-6.237328098 53.38793287),971,Shantalla Road @ Swords Road,53.38793287,-6.237328098
POINT (-6.27847 53.38539),972,Ballygall Road East @ Johnstown Pk,53.38539,-6.27847
POINT (-6.26774 53.39261),973,Sillogue Road Sillogue Ave- Sillogue Gardens,53.39261,-6.26774
POINT (-6.31213 53.36279),974,Blackhorse Ave @ Nephin Road,53.36279,-6.31213
POINT (-6.27182 53.34409),975,Winetavern St @ Cook St Ped,53.34409,-6.27182
POINT (-6.217855 53.36246),976,St Anthonys Road Church Clontarf Road,53.36246,-6.217855
POINT (-6.23526 53.3713),977,Griffith Avenue @ Griffith Wood,53.3713,-6.23526
POINT (-6.29984 53.3758),978,Ballyboggan Road Broombridge Road ,53.3758,-6.29984
POINT (-6.27144 53.348314),979,Mary's Lane  Georges Hill,53.348314,-6.27144
POINT (-6.258049 53.353727),980,Parnell St Hill Street ,53.353727,-6.258049
POINT (-6.170466 53.403327),983,Belymayne Main Street Belmayne Avenue ,53.403327,-6.170466
POINT (-6.29531 53.32349),988,Sundrive Road @ Ferns Road,53.32349,-6.29531
POINT (-6.30719 53.32039),989,Armagh Rd @ Scoil Colm and Scoil Eoin,53.32039,-6.30719
POINT (-6.28778 53.33103),990,Parnell Road Aughvannagh Road ,53.33103,-6.28778
POINT (-6.20177 53.38244),991,Brookwood Avenue Brookfield Ave Gracefield Road ,53.38244,-6.20177
POINT (-6.20442 53.39267),992,Coolock Drive Bunratty Road ,53.39267,-6.20442
POINT (-6.237992 53.397192),994,M50 Interchange South Oscar Traynor Road ,53.397192,-6.237992
POINT (-6.365711 53.343254),995,Cherry Orchard Avenue Blackditch Road ,53.343254,-6.365711
POINT (-6.249741 53.368243),997,Grace Park Road  Irene Sports Club,53.368243,-6.249741
POINT (-6.291793 53.347053),1002,Heuston Station Access (Luas),53.347053,-6.291793
POINT (-6.228011 53.364307),1003,Clontarf Road  Howth Road ,53.364307,-6.228011
POINT (-6.232259 53.364079),1005,Marino Mart Toucan,53.364079,-6.232259
POINT (-6.238493 53.361077),1006,Annesley Bridge Toucan,53.361077,-6.238493
POINT (-6.233674 53.35834),1007,Alfie Byrne Rd @ Fairview park Ped ,53.35834,-6.233674
POINT (-6.264489 53.318265),1009,Kildare Place Ped ,53.318265,-6.264489
POINT(-6.249456 53.333291),1010,Wilton Terrace @ Wilton Park (Toucan),53.333291,-6.249456
POINT (-6.26061 53.3466),1011,Aston Quay Aston Place ,53.3466,-6.26061
POINT (-6.230889 53.327563),1012,Anglesea Rd @ RDS Ped,53.327563,-6.230889
POINT (-6.340179 53.321834),1015,Walkinstown Avenue @ Walkinstown Avenue Park (Ped),53.321834,-6.340179
POINT (-6.204066438 53.29671525),1124,Stillorgan Rd @ Mt Merrion Rd,53.29671525,-6.204066438
POINT (-6.265136 53.403872),2057,Ballymun Rd @ Statoil Garage,53.403872,-6.265136
POINT (-6.225524413 53.41078186),4010,M50 @ M1/  Turnapin,53.41078186,-6.225524413
POINT (-6.268103 53.408778),4011,Ballymun Rd @ M50,53.408778,-6.268103
POINT (-6.310003996 53.40419073),4012,M50 @ North Rd,53.40419073,-6.310003996
POINT (-6.3615334 53.3818857),4013,M50 @ Blanchardstown RDB,53.3818857,-6.3615334
POINT (-6.35721 53.3808563),4014,N3 @ Auburn RDB,53.3808563,-6.35721
POINT (-6.3684468 53.3849499),4015,N3 @ Scotts Rd RDB ,53.3849499,-6.3684468
POINT (-6.33235082 53.29039882),4020,M50 @ Tallaght RDB,53.29039882,-6.33235082
POINT (-6.219116778 53.42748128),4025,M1 @ Swords RD/ Airport,53.42748128,-6.219116778
POINT (-6.2194138 53.2725215),4026,Sandyford Rotary,53.2725215,-6.2194138
POINT (-6.151679485 53.24165996),4027,M50 @ Lehaunstown West,53.24165996,-6.151679485
POINT (-6.153349201 53.2408288),4028,M50 @ Lehaunstown East,53.2408288,-6.153349201
POINT (-6.236099 53.3420494),4029,Swords Rd @ Santry Ave,53.3420494,-6.236099
